fx,fy,fz,x,y,,,,,,,,,,
2.536122365,3.770013834,2.778762687,15,22,,,,,,,,,,
0.452948626,3.305873723,3.061770779,16,22,,,,,,,,,,
-0.053263772,-1.492191174,0.241444675,17,22,,,,,,,,,,
-1.814865723,4.274361106,0.781476582,1,23,,,,,,,,,,
-4.310649253,1.580017061,4.117542156,2,23,,,,,,,,,,
-1.971043211,-4.568053056,1.636763873,3,23,,,,,,,,,,
2.994053323,-1.725631332,2.680422929,4,23,,,,,,,,,,
-1.457056781,1.521925828,0.182651792,5,23,,,,,,,,,,
-0.396110926,3.582863417,5.077726658,6,23,,,,,,,,,,
-0.37676108,3.528417105,1.758553207,7,23,,,,,,,,,,
3.348492778,-4.567266499,0.772503931,8,23,,,,,,,,,,
2.643135923,0.427241578,2.910553492,9,23,,,,,,,,,,
5.198040808,-5.092034438,4.521137274,10,23,,,,,,,,,,
-3.228162691,1.980612668,2.572280282,11,23,,,,,,,,,,
0.614400789,-3.743109717,0.619853462,12,23,,,,,,,,,,
0.230245593,1.400334226,5.117075665,13,23,,,,,,,,,,
-3.143717841,0.897262543,3.246148165,14,23,,,,,,,,,,
-1.791351353,4.573691109,1.444822554,15,23,,,,,,,,,,
-0.684377706,-1.719654643,1.890977876,16,23,,,,,,,,,,
1.373773672,-0.290928968,1.608437598,17,23,,,,,,,,,,
-3.065795819,-3.453206929,0.063217878,1,24,,,,,,,,,,
-4.165591674,-1.856056575,1.452763448,2,24,,,,,,,,,,
2.476935343,-1.152906974,3.259470558,3,24,,,,,,,,,,
1.911968562,2.325579596,1.259762061,4,24,,,,,,,,,,
-3.936558955,-1.50222152,2.110442918,5,24,,,,,,,,,,
1.03170309,-3.574728101,4.341019777,6,24,,,,,,,,,,
-3.618597148,-1.879465475,2.813603334,7,24,,,,,,,,,,
-1.123128185,-2.439859432,3.283915882,8,24,,,,,,,,,,
-3.737341765,-4.860988726,1.839554064,9,24,,,,,,,,,,
-3.628902502,-0.493583625,3.930871745,10,24,,,,,,,,,,
5.145032307,1.844592374,2.254298977,11,24,,,,,,,,,,
-1.756444956,-3.221944131,2.15723571,12,24,,,,,,,,,,
-1.902202558,5.140074901,1.492974213,13,24,,,,,,,,,,
-3.08613972,-0.40256147,1.463357286,14,24,,,,,,,,,,
1.100081653,-0.448594112,2.433224229,15,24,,,,,,,,,,
0.401565633,4.830696279,2.791985001,16,24,,,,,,,,,,
4.493716536,1.827538351,4.121858898,17,24,,,,,,,,,,
-0.146058284,-0.522068316,4.766601439,1,25,,,,,,,,,,
-3.363549508,-3.839878746,1.116284986,2,25,,,,,,,,,,
-4.371267777,-1.39669149,4.263115973,3,25,,,,,,,,,,
1.273048269,3.464261101,3.493771917,4,25,,,,,,,,,,
1.06358871,-2.314824079,3.018259944,5,25,,,,,,,,,,
4.240242777,-3.616526923,3.029380419,6,25,,,,,,,,,,
-2.980516916,1.835869537,4.135462248,7,25,,,,,,,,,,
-0.07446388,1.933891908,3.407605454,8,25,,,,,,,,,,
2.763962753,-0.816629245,2.573651856,9,25,,,,,,,,,,
-0.502619621,2.844731562,0.511942655,10,25,,,,,,,,,,
-4.908670487,-4.149959139,3.089117507,11,25,,,,,,,,,,
-1.197845056,0.111359544,1.183124112,12,25,,,,,,,,,,
-2.316461152,-4.0157433,3.542284179,13,25,,,,,,,,,,
4.427123773,1.614851386,3.391541128,14,25,,,,,,,,,,
3.972857191,3.293244824,1.028569081,15,25,,,,,,,,,,
0.396528247,-0.419936233,2.127240833,16,25,,,,,,,,,,
0.358624615,4.514861255,0.807839778,17,25,,,,,,,,,,
-3.962461318,0.853515955,1.840339972,1,26,,,,,,,,,,
-4.039631249,1.667250385,2.620703499,2,26,,,,,,,,,,
2.988614624,2.647314872,1.442007954,3,26,,,,,,,,,,
3.143418684,4.600803699,2.858386443,4,26,,,,,,,,,,
-4.814179599,4.215640075,1.685134418,5,26,,,,,,,,,,
-4.396120121,-4.7468984,-0.065047616,6,26,,,,,,,,,,
-2.077794274,2.466145589,3.795865528,7,26,,,,,,,,,,
-4.260109289,-0.061523507,3.177727439,8,26,,,,,,,,,,
3.844948184,2.723016987,1.815071532,9,26,,,,,,,,,,
1.679838319,-0.811023418,4.172926951,10,26,,,,,,,,,,
4.06981932,1.389371286,4.411328289,11,26,,,,,,,,,,
1.340147279,3.820756768,4.723731449,12,26,,,,,,,,,,
-2.095487325,-2.28232548,2.93496503,13,26,,,,,,,,,,
0.415302602,4.98367002,1.657004131,14,26,,,,,,,,,,
-3.779375059,0.032559526,2.414440756,15,26,,,,,,,,,,
5.143594182,-1.898229742,2.646207756,16,26,,,,,,,,,,
-3.555797649,4.188207185,1.71098667,17,26,,,,,,,,,,
3.296921301,-0.361268443,3.413146442,1,27,,,,,,,,,,
-3.916989631,-0.418952201,3.51244589,2,27,,,,,,,,,,
3.737007417,0.325250025,-0.065268176,3,27,,,,,,,,,,
3.096718581,-3.765230679,2.748539293,4,27,,,,,,,,,,
-0.170147367,-0.512505004,1.648414869,5,27,,,,,,,,,,
3.55502481,4.560647365,3.258250634,6,27,,,,,,,,,,
-2.162126913,-0.284336451,5.036207302,7,27,,,,,,,,,,
-2.550582803,-0.811756911,4.804696919,8,27,,,,,,,,,,
-1.225863001,3.343994054,3.594346407,9,27,,,,,,,,,,
0.457684798,0.915621584,1.298145363,10,27,,,,,,,,,,
0.408036085,-0.046274946,0.261721472,11,27,,,,,,,,,,
1.860491287,-4.359375008,2.485121157,12,27,,,,,,,,,,
2.715919172,2.944190572,3.124909787,13,27,,,,,,,,,,
-3.686349294,1.344596546,0.39151866,14,27,,,,,,,,,,
2.427974419,5.054224305,0.892688308,15,27,,,,,,,,,,
2.092452309,1.978920884,1.811594956,16,27,,,,,,,,,,
3.480365654,-1.243132652,0.186215923,17,27,,,,,,,,,,
1.343180865,0.246347252,0.248663146,1,21,,,,,,,,,,
-0.679651064,2.527506012,0.659175029,2,21,,,,,,,,,,
3.633493566,-3.654313456,1.319438506,3,21,,,,,,,,,,
1.254287922,1.244399898,2.269800582,4,21,,,,,,,,,,
-4.517860809,-2.415163914,2.85551992,5,21,,,,,,,,,,
-3.741509322,-2.659622864,4.758228876,6,21,,,,,,,,,,
3.709609253,0.960013008,1.625869112,7,21,,,,,,,,,,
3.626610645,-1.049724497,-0.15458558,8,21,,,,,,,,,,
3.452566731,3.342060947,2.772591031,9,21,,,,,,,,,,
-2.005264849,-1.932930618,4.399448462,10,21,,,,,,,,,,
-4.461192086,-0.634781225,1.602402638,11,21,,,,,,,,,,
2.992191596,-1.739373836,1.993507582,12,21,,,,,,,,,,
0.56033944,-4.418378684,2.404605477,13,21,,,,,,,,,,
4.052330869,-0.372852174,1.939507405,14,21,,,,,,,,,,
-3.112308083,-3.56017837,1.840985087,15,21,,,,,,,,,,
-1.79078057,-2.774016437,4.730219427,16,21,,,,,,,,,,
0.108163976,0.104908525,1.943666735,17,21,,,,,,,,,,
-1.155068025,-3.220331601,1.312757284,1,22,,,,,,,,,,
-2.759835604,1.196215927,1.416549023,2,22,,,,,,,,,,
-1.588301966,-3.549796414,1.511576969,3,22,,,,,,,,,,
-3.120019914,-4.52305946,0.937764602,4,22,,,,,,,,,,
-4.129733349,4.433846506,2.845826843,5,22,,,,,,,,,,
-1.776870072,-1.169515192,2.412518579,6,22,,,,,,,,,,
-2.799496327,-2.684066946,5.209513725,7,22,,,,,,,,,,
2.448493738,-4.120898656,2.197526739,8,22,,,,,,,,,,
4.798217532,2.399962185,4.984707586,9,22,,,,,,,,,,
3.461380769,3.162882442,2.456910982,10,22,,,,,,,,,,
-2.789188364,-0.890379033,3.638198949,11,22,,,,,,,,,,
-1.167292447,-4.425581291,3.401577532,12,22,,,,,,,,,,
4.609183653,4.369743997,-0.21832596,13,22,,,,,,,,,,
-4.080342173,2.784709579,2.759776834,14,22,,,,,,,,,,
-0.044612794,1.044350923,0.276349288,15,22,,,,,,,,,,
-2.617076994,1.911056979,3.457931471,16,22,,,,,,,,,,
2.644751327,0.349590876,0.131892902,17,22,,,,,,,,,,
-1.242225492,3.760504626,0.839125609,1,23,,,,,,,,,,
-2.801402402,-3.024545381,0.486660853,2,23,,,,,,,,,,
-0.577890259,2.75017432,1.759824059,3,23,,,,,,,,,,
3.196846525,3.478214625,2.918891322,4,23,,,,,,,,,,
3.432127783,-1.663447867,2.411011896,5,23,,,,,,,,,,
0.289806501,1.084484699,1.923381905,6,23,,,,,,,,,,
3.594313829,2.016501664,2.209187395,7,23,,,,,,,,,,
-1.301728358,0.338570967,1.446408904,8,23,,,,,,,,,,
-2.34581016,1.661912166,4.85088283,9,23,,,,,,,,,,
-4.933016514,3.258493754,-0.022528747,10,23,,,,,,,,,,
2.981705315,4.204617741,1.106213745,11,23,,,,,,,,,,
2.96842177,4.518420674,0.2763201,12,23,,,,,,,,,,
-3.931931193,-4.611804269,2.975078881,13,23,,,,,,,,,,
1.621768197,-0.151113356,1.165893618,14,23,,,,,,,,,,
3.925195697,2.095066943,2.006910183,15,23,,,,,,,,,,
3.374856668,-2.932964185,0.941041324,16,23,,,,,,,,,,
3.116037085,-0.452477208,3.658407639,17,23,,,,,,,,,,
-4.83630804,-3.615277336,2.06384172,1,24,,,,,,,,,,
-1.441086792,-1.567164706,2.523085956,2,24,,,,,,,,,,
-0.33764116,4.309069452,1.709093601,3,24,,,,,,,,,,
0.855246287,4.106696088,1.266189467,4,24,,,,,,,,,,
3.866907806,4.604560703,4.753961744,5,24,,,,,,,,,,
-2.56736772,4.841220313,2.828763613,6,24,,,,,,,,,,
0.151670837,1.489436167,0.581700523,7,24,,,,,,,,,,
3.804961914,-2.399897883,2.948909018,8,24,,,,,,,,,,
-4.089557938,1.486193253,-0.016180185,9,24,,,,,,,,,,
-4.414658909,-4.081826538,0.387993646,10,24,,,,,,,,,,
3.947164637,-3.263143814,1.318474124,11,24,,,,,,,,,,
-1.703290372,3.723336585,3.938260888,12,24,,,,,,,,,,
-4.713097765,0.803605239,4.481760985,13,24,,,,,,,,,,
4.208264375,3.747173104,1.306268434,14,24,,,,,,,,,,
0.292071957,4.912927295,0.478174496,15,24,,,,,,,,,,
-2.891665484,-3.065553842,4.106925323,16,24,,,,,,,,,,
3.800865105,-1.57307566,3.62800456,17,24,,,,,,,,,,
-1.679379408,-1.635787311,1.0106917,1,25,,,,,,,,,,
-2.660121343,-3.294922284,3.656048579,2,25,,,,,,,,,,
-0.134091839,5.146474521,1.573994172,3,25,,,,,,,,,,
-0.929408582,-3.576372895,2.986691603,4,25,,,,,,,,,,
4.454323346,-4.831397347,1.976788687,5,25,,,,,,,,,,
-0.668840066,2.167081324,1.868562359,6,25,,,,,,,,,,
3.493934548,0.937686365,0.376636816,7,25,,,,,,,,,,
-2.068015632,-0.009694611,1.117225309,8,25,,,,,,,,,,
-4.356751051,-1.571863866,-0.056665528,9,25,,,,,,,,,,
-4.012624139,-4.234027695,0.722423596,10,25,,,,,,,,,,
0.679633076,-2.884294199,3.716821432,11,25,,,,,,,,,,
-1.902080881,0.204425727,0.701510097,12,25,,,,,,,,,,
-2.623596001,3.468371437,0.442031566,13,25,,,,,,,,,,
-3.774633568,-0.332815869,3.812290523,14,25,,,,,,,,,,
-2.508820225,3.086687627,1.773939639,15,25,,,,,,,,,,
1.341663413,-0.594697486,1.82066157,16,25,,,,,,,,,,
4.777694303,1.801350538,3.122467759,17,25,,,,,,,,,,
2.732961406,3.207956389,2.068024146,1,26,,,,,,,,,,
1.697511632,-0.127705816,2.354054241,2,26,,,,,,,,,,
0.94284477,-5.275011878,4.784963515,3,26,,,,,,,,,,
0.665946914,-4.534042895,0.934427615,4,26,,,,,,,,,,
-1.902321646,1.683542449,1.043497889,5,26,,,,,,,,,,
-2.353823195,0.458909732,0.989734197,6,26,,,,,,,,,,
3.563378015,-5.214743205,0.690897753,7,26,,,,,,,,,,
-4.458155456,1.565005094,4.651911714,8,26,,,,,,,,,,
-0.0860495,-3.953246532,2.986488173,9,26,,,,,,,,,,
0.81645359,1.537167486,4.596432412,10,26,,,,,,,,,,
-4.673402214,3.613183041,0.441850928,11,26,,,,,,,,,,
0.121041048,-3.424991158,2.396667321,12,26,,,,,,,,,,
-4.236454954,-3.31654805,0.222687156,13,26,,,,,,,,,,
-1.919562206,-4.31291313,0.371931689,14,26,,,,,,,,,,
-3.002693073,1.86948938,3.96691627,15,26,,,,,,,,,,
-3.792231508,1.68008644,3.471578936,16,26,,,,,,,,,,
3.662940381,-0.316434396,0.128120984,17,26,,,,,,,,,,
-4.121914434,-4.24954305,1.805749769,1,27,,,,,,,,,,
4.156443931,3.145644349,0.714300544,2,27,,,,,,,,,,
-1.212352801,4.119728615,4.734062975,3,27,,,,,,,,,,
2.955969819,1.837877807,0.676128621,4,27,,,,,,,,,,
-3.06900983,2.882911714,2.761145958,5,27,,,,,,,,,,
-1.494910664,-0.780292922,4.433666351,6,27,,,,,,,,,,
2.881988236,4.623624556,0.401581515,7,27,,,,,,,,,,
1.21052424,0.144654879,2.08509243,8,27,,,,,,,,,,
-1.829873364,-3.444355427,4.116447166,9,27,,,,,,,,,,
4.875327451,1.137476163,3.196428353,10,27,,,,,,,,,,
4.486436701,3.666413594,1.54852831,11,27,,,,,,,,,,
0.835248569,-4.52002129,3.642149982,12,27,,,,,,,,,,
-0.377109546,-1.10032841,2.366153492,13,27,,,,,,,,,,
4.238579508,3.832005828,0.947922466,14,27,,,,,,,,,,
3.616019531,-5.13869418,1.316972691,15,27,,,,,,,,,,
-2.373392431,-2.498712914,1.981147679,16,27,,,,,,,,,,
2.173927507,2.587818959,1.086765622,17,27,,,,,,,,,,
1.490729011,-2.488578214,2.769156407,1,1,,,,,,,,,,
-2.286608367,-5.235140017,2.619542073,2,1,,,,,,,,,,
-4.806899947,-4.861230232,4.105157998,3,1,,,,,,,,,,
4.578501623,1.825219329,2.994101448,4,1,,,,,,,,,,
-4.274683836,2.225864538,3.395848213,5,1,,,,,,,,,,
2.595769793,3.370554462,1.574747193,6,1,,,,,,,,,,
3.051175299,1.922492442,2.643224945,7,1,,,,,,,,,,
-3.275132922,-5.297277151,0.671031708,8,1,,,,,,,,,,
5.291694711,-1.107946088,2.667822141,9,1,,,,,,,,,,
1.856173203,-2.155755024,0.861235784,10,1,,,,,,,,,,
-2.406884239,1.531621313,3.400918797,11,1,,,,,,,,,,
-2.532080154,0.128522824,2.572690313,12,1,,,,,,,,,,
2.509414536,1.188010312,3.55102248,13,1,,,,,,,,,,
-0.538624958,-0.177488126,1.777158218,14,1,,,,,,,,,,
-1.505262908,0.559077551,0.759663884,15,1,,,,,,,,,,
0.267828662,0.046404592,0.936342302,16,1,,,,,,,,,,
1.213901699,-1.912357532,0.660799327,17,1,,,,,,,,,,
0.65221919,1.752652161,0.918532756,1,2,,,,,,,,,,
1.597179217,1.004350103,4.575758529,2,2,,,,,,,,,,
0.994947851,2.838925366,3.43675243,3,2,,,,,,,,,,
0.802870769,3.282565272,4.84642589,4,2,,,,,,,,,,
2.598042313,-4.829577117,0.825403245,5,2,,,,,,,,,,
-2.727968458,-0.936739444,1.465411519,6,2,,,,,,,,,,
3.567463433,-2.400146848,1.496083729,7,2,,,,,,,,,,
-2.155462072,-2.799796069,2.948762511,8,2,,,,,,,,,,
-4.186184838,-0.216209296,4.553508717,9,2,,,,,,,,,,
-4.060017551,-2.449570475,3.134338933,10,2,,,,,,,,,,
-3.426192658,1.934522126,4.336223042,11,2,,,,,,,,,,
-0.224287593,-2.959475346,4.588665188,12,2,,,,,,,,,,
-1.017037844,3.465599316,1.896065983,13,2,,,,,,,,,,
-1.834835867,3.742202931,0.926288969,14,2,,,,,,,,,,
-4.89072248,-1.98845461,3.799136273,15,2,,,,,,,,,,
1.765161916,0.415272467,4.163305014,16,2,,,,,,,,,,
1.891842845,-0.513841547,2.065688134,17,2,,,,,,,,,,
-1.635384552,2.061924098,1.1127186,1,3,,,,,,,,,,
-2.195786241,0.38825561,1.352180097,2,3,,,,,,,,,,
-4.998516117,-1.958361757,1.719246485,3,3,,,,,,,,,,
1.252923944,-0.448816093,1.10436243,4,3,,,,,,,,,,
-3.437510067,2.381276265,2.822071818,5,3,,,,,,,,,,
-0.272116594,1.652445292,3.935575448,6,3,,,,,,,,,,
-2.227300132,2.682675422,3.428098111,7,3,,,,,,,,,,
-3.130172381,-1.635138524,1.196060481,8,3,,,,,,,,,,
-2.159869593,2.581666788,1.475480914,9,3,,,,,,,,,,
0.537757043,-0.601994317,2.188014111,10,3,,,,,,,,,,
4.924754078,-0.111023609,1.744339454,11,3,,,,,,,,,,
1.114197041,-4.522169269,4.547088075,12,3,,,,,,,,,,
1.064663333,-4.907005783,2.711820563,13,3,,,,,,,,,,
-3.984775443,0.18731359,0.503753058,14,3,,,,,,,,,,
-0.734997741,-2.375978639,3.796336302,15,3,,,,,,,,,,
-0.662269474,-2.648945166,2.206820293,16,3,,,,,,,,,,
-0.014678847,-1.898988612,0.729394508,17,3,,,,,,,,,,
0.179112122,1.674105912,-0.384307548,1,4,,,,,,,,,,
0.573612938,-4.383541988,4.805796012,2,4,,,,,,,,,,
1.375622864,4.925629209,2.035877952,3,4,,,,,,,,,,
3.757418556,-0.460368696,2.098395715,4,4,,,,,,,,,,
1.069763018,-1.580453661,0.818707689,5,4,,,,,,,,,,
0.354867354,3.822265823,0.345843499,6,4,,,,,,,,,,
-4.759767836,2.671664435,0.744687015,7,4,,,,,,,,,,
1.329193826,4.207842011,0.326079375,8,4,,,,,,,,,,
-0.838046036,1.271858297,0.60341347,9,4,,,,,,,,,,
2.301169374,-1.528433013,3.766452418,10,4,,,,,,,,,,
1.494788804,-3.22148641,2.556395162,11,4,,,,,,,,,,
-0.803657693,4.393003187,4.524544284,12,4,,,,,,,,,,
0.953428851,-2.303314566,0.608071338,13,4,,,,,,,,,,
3.566805347,-0.458842707,3.972170128,14,4,,,,,,,,,,
-0.674288935,0.724298589,1.825537673,15,4,,,,,,,,,,
-1.800867384,-1.86270934,4.611964566,16,4,,,,,,,,,,
1.480155653,-0.919478079,2.721771883,17,4,,,,,,,,,,
-1.806505071,1.558521525,2.707820261,1,5,,,,,,,,,,
-4.783176807,0.376538233,2.130856421,2,5,,,,,,,,,,
3.947426316,0.742194498,0.882335271,3,5,,,,,,,,,,
0.82591305,2.44696001,2.438088668,4,5,,,,,,,,,,
1.173474957,0.976968631,3.844365006,5,5,,,,,,,,,,
1.396722869,5.054814377,4.350705496,6,5,,,,,,,,,,
-2.701391028,-4.082484272,4.058774986,7,5,,,,,,,,,,
2.493361349,0.858250412,3.319948735,8,5,,,,,,,,,,
-1.875269689,3.979720655,0.248822927,9,5,,,,,,,,,,
2.45106688,4.253752147,2.833784499,10,5,,,,,,,,,,
1.809342562,4.313352383,-0.133173881,11,5,,,,,,,,,,
3.394671445,3.354145403,1.747296727,12,5,,,,,,,,,,
-2.269167179,3.370222681,0.602641742,13,5,,,,,,,,,,
-5.002527703,-2.545335851,3.822911296,14,5,,,,,,,,,,
1.408883325,4.292298635,2.549743328,15,5,,,,,,,,,,
-4.649520706,-3.50022245,0.219545314,16,5,,,,,,,,,,
4.779687249,2.411609043,1.915981564,17,5,,,,,,,,,,
2.390615262,1.074718133,3.256062259,1,6,,,,,,,,,,
-4.232947829,2.202439776,0.421808571,2,6,,,,,,,,,,
2.035698133,-4.79378568,0.116817074,3,6,,,,,,,,,,
-4.801901751,3.82809859,0.622992104,4,6,,,,,,,,,,
-4.333445907,4.966695244,0.781316012,5,6,,,,,,,,,,
-1.575623071,3.118351838,3.365450854,6,6,,,,,,,,,,
-3.432319834,-2.521890649,3.517549731,7,6,,,,,,,,,,
4.337134001,-3.397000342,0.583480723,8,6,,,,,,,,,,
-5.153508681,-2.841907405,0.977507507,9,6,,,,,,,,,,
1.548937427,-5.073262906,2.580935671,10,6,,,,,,,,,,
2.747777125,-1.113433761,2.208547864,11,6,,,,,,,,,,
-3.508596571,0.122484637,2.059462059,12,6,,,,,,,,,,
-2.489024634,2.942260985,4.968606104,13,6,,,,,,,,,,
-4.495021258,0.438794023,2.356434288,14,6,,,,,,,,,,
-3.976051391,4.352094066,5.033411849,15,6,,,,,,,,,,
4.171763278,-0.994768163,0.702046404,16,6,,,,,,,,,,
4.31931021,0.153844605,-0.087987716,17,6,,,,,,,,,,
-0.82916622,-0.809461243,0.914165773,1,1,,,,,,,,,,
-1.791439471,2.30818238,3.564670894,2,1,,,,,,,,,,
-3.394081262,-1.119404928,0.583390919,3,1,,,,,,,,,,
1.54606979,-3.830044171,2.580748181,4,1,,,,,,,,,,
-4.011637621,2.222345744,0.647708533,5,1,,,,,,,,,,
-3.525488524,1.783655459,3.754843116,6,1,,,,,,,,,,
-3.026084984,2.424455569,3.418633698,7,1,,,,,,,,,,
1.324323827,-2.921741569,3.423334942,8,1,,,,,,,,,,
-2.577123551,-2.721293519,5.066764837,9,1,,,,,,,,,,
-0.266284088,0.234613698,4.610844653,10,1,,,,,,,,,,
-2.966734542,-4.480029329,2.758234756,11,1,,,,,,,,,,
5.046074721,4.273163483,3.15480315,12,1,,,,,,,,,,
0.209201876,4.253176921,2.697597853,13,1,,,,,,,,,,
-0.534174166,-2.028024525,1.271686366,14,1,,,,,,,,,,
3.056798768,1.972925842,4.289911558,15,1,,,,,,,,,,
-5.106402221,-2.739782568,1.346123138,16,1,,,,,,,,,,
0.867747454,-4.66399098,3.864263813,17,1,,,,,,,,,,
-1.034829981,-4.735975881,1.757187951,1,2,,,,,,,,,,
3.91303093,-1.092520441,1.765584541,2,2,,,,,,,,,,
-2.221760224,-0.851851552,4.954224812,3,2,,,,,,,,,,
2.764585653,1.305891956,0.045543324,4,2,,,,,,,,,,
-1.989507652,-4.231227326,4.58872211,5,2,,,,,,,,,,
-2.053801128,-3.368916947,4.139302598,6,2,,,,,,,,,,
-3.909397506,0.305989097,4.403867232,7,2,,,,,,,,,,
-4.439714497,-3.201694637,3.530481598,8,2,,,,,,,,,,
1.776185673,-4.890627627,3.369447852,9,2,,,,,,,,,,
-1.679250806,1.962259027,1.673841679,10,2,,,,,,,,,,
-4.007420736,2.164407135,0.92475876,11,2,,,,,,,,,,
1.503074626,4.27920757,2.427410483,12,2,,,,,,,,,,
2.777481987,-4.238945826,-0.20499212,13,2,,,,,,,,,,
-1.748688506,-4.898913994,3.262712705,14,2,,,,,,,,,,
2.56422804,2.214632857,0.992109343,15,2,,,,,,,,,,
-0.499653057,2.381574126,4.599031752,16,2,,,,,,,,,,
-2.284517828,-2.115324634,3.232323719,17,2,,,,,,,,,,
0.331161995,-0.674581176,3.849880182,1,3,,,,,,,,,,
-3.580837318,4.57596026,1.386165509,2,3,,,,,,,,,,
0.302440978,-3.595466178,0.540593552,3,3,,,,,,,,,,
5.06463417,-0.680047252,0.989425871,4,3,,,,,,,,,,
-4.030806308,-1.813478167,0.60440526,5,3,,,,,,,,,,
-0.957536619,2.446103282,2.443213104,6,3,,,,,,,,,,
1.89521005,-2.875289776,1.320693125,7,3,,,,,,,,,,
-3.826118946,4.641655105,1.12866384,8,3,,,,,,,,,,
2.012819355,2.434501033,1.995242981,9,3,,,,,,,,,,
-0.622237016,0.657301453,4.677022528,10,3,,,,,,,,,,
3.462964123,0.799124112,4.692037725,11,3,,,,,,,,,,
-3.720056475,-4.116860199,3.131929129,12,3,,,,,,,,,,
-3.813415861,2.379395277,0.845924052,13,3,,,,,,,,,,
1.494831561,-0.060595149,2.357271419,14,3,,,,,,,,,,
4.770263175,-0.240001979,1.750230844,15,3,,,,,,,,,,
3.197370063,-0.064968656,1.163124311,16,3,,,,,,,,,,
-2.929368507,1.180684226,3.322402243,17,3,,,,,,,,,,
3.02819809,-4.312043677,1.220790139,1,4,,,,,,,,,,
-3.237340852,-1.556430088,0.848676274,2,4,,,,,,,,,,
-2.634414011,2.22420045,3.529512264,3,4,,,,,,,,,,
-4.872758713,-4.815147306,2.576491928,4,4,,,,,,,,,,
-2.292121609,4.953087297,3.263806656,5,4,,,,,,,,,,
0.398735359,2.919022429,0.250202168,6,4,,,,,,,,,,
0.877652973,-1.011564447,4.92197606,7,4,,,,,,,,,,
-3.516357179,-1.011084185,2.219659636,8,4,,,,,,,,,,
2.218686809,-1.837209517,1.967114026,9,4,,,,,,,,,,
4.205806649,2.987385283,1.331327672,10,4,,,,,,,,,,
-0.43417092,4.241579671,0.448628032,11,4,,,,,,,,,,
-2.195490141,0.146924226,1.656301163,12,4,,,,,,,,,,
-3.902261493,1.510050357,1.025130856,13,4,,,,,,,,,,
1.389790592,-1.67761393,2.3158471,14,4,,,,,,,,,,
-0.398009396,-1.067423389,0.107968733,15,4,,,,,,,,,,
1.249066094,-2.563101762,4.113297355,16,4,,,,,,,,,,
-2.331625775,-1.263781378,3.906952012,17,4,,,,,,,,,,
0.722852704,-0.151457929,3.08615584,1,5,,,,,,,,,,
-1.739684373,3.933956399,2.047853143,2,5,,,,,,,,,,
0.568037079,-3.161184018,1.115107016,3,5,,,,,,,,,,
4.704062999,0.313858879,3.639924032,4,5,,,,,,,,,,
3.617138216,-2.29402154,4.238047726,5,5,,,,,,,,,,
0.430852876,4.595940726,3.837160001,6,5,,,,,,,,,,
2.197239203,5.088956113,4.507120853,7,5,,,,,,,,,,
2.186731153,-1.575903897,0.069835979,8,5,,,,,,,,,,
-0.796500388,1.670944635,2.060555933,9,5,,,,,,,,,,
1.444187212,-3.974014011,4.36740286,10,5,,,,,,,,,,
0.482813943,-1.12761694,3.155252441,11,5,,,,,,,,,,
5.011009633,4.262583716,0.391070888,12,5,,,,,,,,,,
-1.432231968,-2.611957226,4.073281342,13,5,,,,,,,,,,
-2.872246991,-0.144700613,2.607923064,14,5,,,,,,,,,,
-2.880580405,-0.789764076,0.947258947,15,5,,,,,,,,,,
-3.014222403,1.735739521,-0.314140373,16,5,,,,,,,,,,
1.847295774,1.508076306,2.429505175,17,5,,,,,,,,,,
4.853914384,-1.474661753,4.070912321,1,6,,,,,,,,,,
3.872533009,-1.206175555,3.407031261,2,6,,,,,,,,,,
-3.869830788,-1.119472491,1.150231526,3,6,,,,,,,,,,
3.969606503,4.247341055,3.59674392,4,6,,,,,,,,,,
3.714874836,1.383938351,1.183148457,5,6,,,,,,,,,,
-3.000953697,-3.398184711,3.952627879,6,6,,,,,,,,,,
1.772763567,4.692797088,1.999681844,7,6,,,,,,,,,,
-4.213114665,3.362969087,0.548634565,8,6,,,,,,,,,,
0.519368161,-3.06584017,1.284160184,9,6,,,,,,,,,,
5.14203012,2.131495927,3.935469895,10,6,,,,,,,,,,
0.164021141,0.483204312,3.939638625,11,6,,,,,,,,,,
-0.683886146,-1.533571621,3.662656604,12,6,,,,,,,,,,
3.319196553,-0.856261803,2.20516363,13,6,,,,,,,,,,
-2.981550422,-0.347262861,0.067277281,14,6,,,,,,,,,,
3.741942458,-1.208332369,0.908445409,15,6,,,,,,,,,,
-1.340271894,-0.806440313,0.073514583,16,6,,,,,,,,,,
-0.005274647,-3.923812574,4.638916343,17,6,,,,,,,,,,
-5.172023582,0.074657727,1.630623462,1,1,,,,,,,,,,
4.706245888,-4.305692699,3.746490871,2,1,,,,,,,,,,
4.755397452,-1.495226768,4.812347209,3,1,,,,,,,,,,
2.890077504,-2.605641062,0.520963187,4,1,,,,,,,,,,
-3.368875152,3.374320261,0.421911626,5,1,,,,,,,,,,
-5.294376654,-4.498881552,2.667152136,6,1,,,,,,,,,,
-1.555153281,4.225004613,2.364168923,7,1,,,,,,,,,,
2.644403429,3.101222905,1.002330871,8,1,,,,,,,,,,
1.848865862,-3.765383009,1.652603137,9,1,,,,,,,,,,
-4.330345889,4.341547048,0.800559972,10,1,,,,,,,,,,
3.404040818,-3.869621972,0.212266145,11,1,,,,,,,,,,
0.158932188,-5.163018176,0.383249452,12,1,,,,,,,,,,
